Threshold,Precision,Recall,AUROC,Accuracy
0.4,0.6661640435455123,0.8773333333333333,0.7753333333333332,0.691970802919708
0.40040080160320646,0.669544489124321,0.8746666666666666,0.7752473118279569,0.6948905109489052
0.40080160320641284,0.6727345119271904,0.8666666666666668,0.7801720430107527,0.6963503649635037
0.4012024048096193,0.6629330065359478,0.8666666666666666,0.7836129032258065,0.6861313868613139
0.40160320641282565,0.659984335839599,0.8640000000000001,0.7771612903225806,0.6817518248175183
0.4020040080160321,0.6729327107732264,0.8560000000000001,0.7766881720430108,0.6934306569343065
0.4024048096192385,0.6706979201437,0.8640000000000001,0.7786021505376344,0.6934306569343066
0.4028056112224449,0.6675137540453076,0.8453333333333333,0.7698279569892474,0.6846715328467153
0.40320641282565134,0.6657142857142857,0.8613333333333333,0.775010752688172,0.6875912408759124
0.4036072144288577,0.661034783884641,0.8586666666666666,0.7809677419354839,0.6817518248175183
0.40400801603206415,0.6635474828313561,0.8719999999999999,0.7769462365591397,0.6875912408759124
0.4044088176352706,0.6764318501421525,0.8586666666666666,0.7780430107526881,0.6978102189781021
0.40480961923847697,0.6707304427251235,0.8640000000000001,0.7774623655913978,0.6934306569343066
0.4052104208416834,0.669969199305086,0.8640000000000001,0.7769247311827957,0.691970802919708
0.4056112224448898,0.6672640405786472,0.8666666666666668,0.7726881720430108,0.6905109489051096
0.4060120240480962,0.6639982324048679,0.8533333333333333,0.7721720430107528,0.6832116788321168
0.4064128256513026,0.675229410159061,0.8586666666666666,0.779225806451613,0.6963503649635037
0.40681362725450904,0.6717214595928968,0.8560000000000001,0.7743440860215054,0.691970802919708
0.40721442885771547,0.6791335308316876,0.8400000000000001,0.7758064516129033,0.6948905109489052
0.40761523046092185,0.6746152998085362,0.8560000000000001,0.7780860215053764,0.6948905109489051
0.4080160320641283,0.6745914027960639,0.8533333333333333,0.7776129032258065,0.6948905109489052
0.40841683366733467,0.6770199941543448,0.8639999999999999,0.7770537634408601,0.6992700729927008
0.4088176352705411,0.6688999817486239,0.8613333333333333,0.7758064516129032,0.6905109489051094
0.40921843687374754,0.6692959322130009,0.8586666666666666,0.7740645161290323,0.6905109489051096
0.4096192384769539,0.6752427281257332,0.8586666666666666,0.7747741935483871,0.6963503649635037
0.41002004008016035,0.6591114992173632,0.8506666666666666,0.7748602150537636,0.6773722627737225
0.41042084168336673,0.677519760535307,0.8506666666666666,0.7764301075268817,0.6963503649635037
0.41082164328657317,0.6865875271245132,0.8400000000000001,0.7787956989247313,0.7021897810218978
0.4112224448897796,0.6852471261627358,0.8586666666666666,0.7803010752688172,0.7065693430656934
0.411623246492986,0.6748158346921546,0.8586666666666666,0.7786451612903226,0.6963503649635037
0.4120240480961924,0.678779929551367,0.8506666666666668,0.7793548387096774,0.6978102189781021
0.4124248496993988,0.6827602143645064,0.8426666666666668,0.7767741935483871,0.6992700729927007
0.41282565130260523,0.6772588719770681,0.8453333333333333,0.7789462365591399,0.6948905109489051
0.4132264529058116,0.6794429273045929,0.8453333333333333,0.7758064516129032,0.6963503649635037
0.41362725450901805,0.6825008617177952,0.8426666666666668,0.7784516129032257,0.6992700729927008
0.4140280561122245,0.6729549910506559,0.8400000000000001,0.782258064516129,0.6890510948905109
0.41442885771543087,0.6813243049243194,0.8400000000000001,0.7724086021505376,0.6978102189781021
0.4148296593186373,0.6883822684804558,0.8506666666666666,0.7796989247311827,0.7065693430656935
0.4152304609218437,0.6900896845499457,0.8426666666666666,0.7776774193548388,0.7065693430656934
0.4156312625250501,0.6857912919754152,0.8480000000000001,0.7780645161290323,0.7036496350364964
0.41603206412825655,0.6878630045687191,0.8373333333333333,0.7791182795698923,0.7021897810218978
0.41643286573146293,0.671703707604803,0.8293333333333333,0.7766021505376344,0.6846715328467153
0.41683366733466937,0.6834143907398206,0.8426666666666666,0.7767526881720431,0.7007299270072993
0.41723446893787575,0.6761666096047401,0.8506666666666666,0.7817634408602151,0.6948905109489051
0.4176352705410822,0.6815486184639108,0.8480000000000001,0.7773763440860215,0.6992700729927007
0.4180360721442886,0.6845357894159785,0.8480000000000001,0.7787741935483871,0.7021897810218978
0.418436873747495,0.679676772635637,0.8426666666666668,0.7771612903225806,0.6963503649635037
0.41883767535070143,0.6810603310097953,0.8533333333333333,0.7763225806451614,0.7007299270072993
0.4192384769539078,0.6873806348629043,0.8453333333333333,0.7812688172043011,0.7036496350364964
0.41963927855711425,0.6891411435030144,0.8453333333333333,0.7778494623655914,0.7065693430656934
0.4200400801603207,0.6821700902990846,0.8533333333333333,0.7783225806451612,0.7021897810218979
0.42044088176352706,0.687759446490952,0.8426666666666666,0.7785376344086021,0.7051094890510948
0.4208416833667335,0.6792297979797979,0.8480000000000001,0.776731182795699,0.6978102189781021
0.4212424849699399,0.6919130907689021,0.8320000000000001,0.7761290322580645,0.7051094890510949
0.4216432865731463,0.6892265069285969,0.8346666666666666,0.7764516129032257,0.7021897810218979
0.42204408817635275,0.6859115485167923,0.8373333333333333,0.7801935483870966,0.7007299270072992
0.42244488977955913,0.6856538012880483,0.8320000000000001,0.7755698924731182,0.6992700729927007
0.42284569138276556,0.7011034127491138,0.8373333333333333,0.7764516129032257,0.7153284671532847
0.42324649298597194,0.692024229335043,0.8320000000000001,0.7741075268817204,0.7051094890510948
0.4236472945891784,0.6886127862232219,0.8266666666666668,0.7807956989247312,0.6992700729927007
0.42404809619238476,0.6986790894094712,0.8346666666666668,0.7794408602150538,0.7124087591240876
0.4244488977955912,0.6964750616766746,0.8400000000000001,0.7785376344086021,0.7124087591240876
0.42484969939879763,0.6831713372746808,0.8320000000000001,0.777763440860215,0.6963503649635038
0.425250501002004,0.6886589515649619,0.8426666666666666,0.7750322580645161,0.7051094890510949
0.42565130260521045,0.6857768093390082,0.8293333333333333,0.7753978494623656,0.6978102189781022
0.4260521042084168,0.6972255377732554,0.8346666666666666,0.7775483870967743,0.710948905109489
0.42645290581162326,0.6775499463000465,0.8266666666666668,0.7754408602150538,0.6890510948905109
0.4268537074148297,0.695832109461972,0.8346666666666666,0.7801505376344086,0.7094890510948905
0.4272545090180361,0.6835061694689023,0.8240000000000001,0.7705806451612902,0.6948905109489052
0.4276553106212425,0.6926156110346722,0.8293333333333333,0.7733118279569893,0.7051094890510949
0.4280561122244489,0.6944528118441162,0.8266666666666665,0.7775698924731183,0.7051094890510948
0.42845691382765533,0.6943889767741191,0.8426666666666668,0.778494623655914,0.710948905109489
0.42885771543086176,0.6839996077953202,0.8373333333333333,0.7780645161290323,0.6992700729927007
0.42925851703406814,0.6840626739499649,0.8319999999999999,0.7746451612903226,0.6978102189781021
0.4296593186372746,0.6912686328633096,0.8426666666666668,0.7796989247311827,0.708029197080292
0.43006012024048096,0.6980232979970007,0.8373333333333333,0.7743655913978493,0.7124087591240876
0.4304609218436874,0.7029440096552431,0.8320000000000001,0.7800430107526883,0.7153284671532847
0.4308617234468938,0.6894912173159019,0.8320000000000001,0.7787956989247311,0.7021897810218978
0.4312625250501002,0.6995437486822685,0.8133333333333332,0.7762150537634408,0.7065693430656935
0.43166332665330664,0.7015341829134932,0.8239999999999998,0.7781290322580645,0.710948905109489
0.432064128256513,0.694588329206602,0.8240000000000001,0.7774623655913979,0.7051094890510948
0.43246492985971946,0.7024201547708755,0.8320000000000001,0.778752688172043,0.7153284671532847
0.43286573146292584,0.6886622807017544,0.8213333333333335,0.7756559139784946,0.6992700729927008
0.4332665330661323,0.6919007889249004,0.8186666666666665,0.7761935483870968,0.7007299270072993
0.4336673346693387,0.6936730388941179,0.8213333333333332,0.7745591397849463,0.7036496350364965
0.4340681362725451,0.6935326845733377,0.8266666666666665,0.7782365591397848,0.7051094890510949
0.4344689378757515,0.6961395640131458,0.8426666666666666,0.7800645161290323,0.7124087591240875
0.4348697394789579,0.6986377882935964,0.8213333333333332,0.7783225806451612,0.708029197080292
0.43527054108216434,0.6973776341576785,0.8293333333333333,0.7818494623655915,0.7094890510948905
0.4356713426853708,0.6940115631429227,0.8160000000000001,0.7780860215053764,0.7021897810218979
0.43607214428857716,0.6973024322682201,0.8160000000000001,0.7773763440860215,0.7051094890510948
0.4364729458917836,0.7000518320348306,0.8213333333333332,0.7754623655913978,0.7094890510948906
0.43687374749499,0.6922456618746805,0.808,0.7779139784946236,0.6978102189781022
0.4372745490981964,0.6975768595840732,0.8186666666666668,0.7761290322580645,0.7065693430656934
0.43767535070140284,0.6942306714202067,0.8213333333333335,0.779505376344086,0.7036496350364964
0.4380761523046092,0.6944843139181714,0.8186666666666668,0.7741290322580645,0.7036496350364964
0.43847695390781566,0.7031635997262258,0.8186666666666668,0.7796774193548387,0.710948905109489
0.43887775551102204,0.694281388014127,0.8186666666666668,0.776516129032258,0.7036496350364964
0.4392785571142285,0.7002481509669614,0.8160000000000001,0.7748817204301075,0.708029197080292
0.4396793587174349,0.694487184360819,0.8213333333333332,0.7765591397849463,0.7036496350364964
0.4400801603206413,0.7011210484400026,0.8186666666666668,0.7786021505376344,0.7094890510948905
0.4404809619238477,0.6899407954246664,0.8026666666666668,0.7760430107526881,0.6948905109489052
0.4408817635270541,0.691865243667724,0.8106666666666668,0.778989247311828,0.6978102189781021
0.44128256513026054,0.6976328592042877,0.8160000000000001,0.7768172043010753,0.7051094890510949
0.441683366733467,0.6956448384776557,0.7973333333333332,0.7762795698924732,0.6978102189781021
0.44208416833667336,0.6966463384060637,0.8186666666666668,0.778236559139785,0.7051094890510948
0.4424849699398798,0.6997079010012243,0.808,0.7761290322580645,0.7051094890510949
0.44288577154308617,0.6945082135233129,0.8133333333333332,0.7754623655913979,0.7021897810218978
0.4432865731462926,0.7021336036581045,0.8160000000000001,0.7786881720430108,0.7094890510948906
0.443687374749499,0.7039499690221864,0.8053333333333332,0.7775913978494625,0.708029197080292
0.4440881763527054,0.7027051488783583,0.8053333333333335,0.7797204301075269,0.7065693430656934
0.44448897795591186,0.6913527092370202,0.8053333333333335,0.7758494623655914,0.6963503649635037
0.44488977955911824,0.7050127676198668,0.808,0.7820430107526882,0.7094890510948905
0.4452905811623247,0.6939007678823128,0.8026666666666668,0.774279569892473,0.6978102189781021
0.44569138276553105,0.6957792467593025,0.8053333333333332,0.7748387096774194,0.7007299270072993
0.4460921843687375,0.6889636105783448,0.8,0.7779139784946236,0.691970802919708
0.44649298597194387,0.700490690447548,0.8053333333333335,0.7722795698924732,0.7051094890510947
0.4468937875751503,0.6996919496166484,0.7973333333333333,0.7788172043010753,0.7007299270072993
0.44729458917835674,0.7061075676332955,0.8186666666666668,0.7775913978494625,0.7138686131386861
0.4476953907815631,0.6997508477075041,0.7946666666666666,0.7771397849462366,0.7007299270072992
0.44809619238476955,0.710571324073609,0.7973333333333332,0.7761290322580645,0.710948905109489
0.44849699398797593,0.697626525769628,0.8106666666666668,0.7754838709677421,0.7036496350364964
0.44889779559118237,0.7059382029836883,0.8,0.773483870967742,0.708029197080292
0.4492985971943888,0.7037704770192825,0.8026666666666668,0.7769247311827956,0.7065693430656935
0.4496993987975952,0.700222201064385,0.8026666666666668,0.7803870967741936,0.7036496350364965
0.4501002004008016,0.7003778058425241,0.8133333333333332,0.7749677419354839,0.7065693430656934
0.450501002004008,0.6985712184227771,0.8080000000000002,0.7778279569892472,0.7036496350364965
0.45090180360721444,0.7021572095924005,0.792,0.7790967741935484,0.7021897810218978
0.45130260521042087,0.7064076435775611,0.792,0.7741720430107527,0.7051094890510949
0.45170340681362725,0.699468368702228,0.8,0.7774408602150538,0.7021897810218978
0.4521042084168337,0.7018068749543438,0.808,0.7765591397849462,0.7065693430656934
0.45250501002004007,0.7049460880534607,0.8026666666666668,0.779204301075269,0.708029197080292
0.4529058116232465,0.6950635602531728,0.7866666666666667,0.7752688172043011,0.6934306569343065
0.45330661322645294,0.6973427548254064,0.7866666666666666,0.7774408602150538,0.6963503649635038
0.4537074148296593,0.7024909824917164,0.7813333333333333,0.776752688172043,0.6992700729927007
0.45410821643286575,0.6971001270666582,0.7973333333333333,0.7746021505376344,0.6992700729927007
0.45450901803607213,0.7077837705807338,0.8106666666666668,0.7794623655913979,0.7124087591240875
0.45490981963927857,0.70842113044261,0.7893333333333332,0.7783440860215054,0.7065693430656935
0.455310621242485,0.7065813948040388,0.7893333333333333,0.7746451612903226,0.7051094890510948
0.4557114228456914,0.6965098734604344,0.7893333333333333,0.777505376344086,0.6963503649635036
0.4561122244488978,0.7096978479162388,0.792,0.7799569892473117,0.708029197080292
0.4565130260521042,0.7001133399598182,0.7893333333333332,0.7762795698924732,0.6992700729927007
0.45691382765531063,0.7121616848425978,0.7866666666666666,0.776989247311828,0.7094890510948906
0.45731462925851707,0.7035890080498775,0.784,0.7778064516129033,0.7007299270072993
0.45771543086172345,0.70731266559856,0.7813333333333333,0.7771182795698924,0.7036496350364964
0.4581162324649299,0.7035820759389927,0.792,0.777505376344086,0.7036496350364964
0.45851703406813626,0.7074308298188277,0.7946666666666666,0.7826666666666666,0.7065693430656935
0.4589178356713427,0.713269835635487,0.7946666666666666,0.7751182795698925,0.7124087591240876
0.45931863727454914,0.712684483530521,0.7866666666666667,0.7725376344086021,0.7094890510948905
0.4597194388777555,0.7066025790089489,0.7813333333333333,0.7776774193548387,0.7021897810218978
0.46012024048096195,0.70114934669213,0.792,0.776,0.7007299270072992
0.46052104208416833,0.701298561682614,0.7866666666666666,0.7786451612903226,0.6992700729927008
0.46092184368737477,0.7065587801738501,0.7866666666666666,0.7825806451612903,0.7036496350364964
0.46132264529058115,0.7115675780343447,0.776,0.777247311827957,0.7051094890510949
0.4617234468937876,0.7084412072150152,0.7866666666666667,0.7741290322580644,0.7065693430656935
0.462124248496994,0.7063794054854785,0.784,0.7814193548387097,0.7036496350364964
0.4625250501002004,0.7056287547029055,0.768,0.7763010752688173,0.6978102189781022
0.46292585170340683,0.7078614562130101,0.7946666666666667,0.7800215053763441,0.7080291970802919
0.4633266533066132,0.7041524289082283,0.7786666666666667,0.7745376344086021,0.6992700729927007
0.46372745490981965,0.7072186032328496,0.7786666666666666,0.7733548387096774,0.7021897810218979
0.464128256513026,0.7124637643950463,0.7866666666666667,0.7744516129032258,0.7094890510948905
0.46452905811623246,0.7143896239752044,0.7813333333333333,0.7783870967741935,0.708029197080292
0.4649298597194389,0.7066520543308387,0.7893333333333333,0.7764946236559139,0.7051094890510949
0.4653306613226453,0.7177179356591121,0.784,0.7786666666666666,0.7124087591240876
0.4657314629258517,0.7027851056959038,0.7813333333333332,0.7782150537634409,0.6992700729927007
0.4661322645290581,0.700519740129935,0.7786666666666666,0.7763870967741935,0.6963503649635037
0.46653306613226453,0.7138171846879712,0.7813333333333333,0.7769677419354839,0.708029197080292
0.46693386773547096,0.7154527030719551,0.7946666666666667,0.7804946236559139,0.7138686131386861
0.46733466933867734,0.7076350350162992,0.776,0.7776989247311829,0.7021897810218978
0.4677354709418838,0.7113766900744156,0.7866666666666666,0.7756774193548387,0.7080291970802921
0.46813627254509016,0.7110695897457561,0.7733333333333333,0.7740215053763441,0.7036496350364962
0.4685370741482966,0.7172257083286746,0.7733333333333333,0.7823870967741936,0.708029197080292
0.46893787575150303,0.703238897678408,0.7866666666666667,0.7800860215053763,0.7021897810218979
0.4693386773547094,0.7120091736454863,0.7786666666666666,0.7756344086021505,0.7065693430656934
0.46973947895791585,0.7067532315217538,0.7706666666666667,0.7772043010752688,0.6992700729927008
0.4701402805611222,0.7117358857016396,0.7866666666666666,0.7750967741935484,0.708029197080292
0.47054108216432866,0.7044402373158156,0.7733333333333333,0.7713978494623654,0.6978102189781022
0.4709418837675351,0.7142658019002106,0.784,0.7771397849462366,0.7094890510948906
0.4713426853707415,0.7117148140098216,0.7786666666666667,0.7759354838709678,0.7065693430656934
0.4717434869739479,0.719363263275712,0.776,0.7796559139784947,0.710948905109489
0.4721442885771543,0.7154532453170483,0.768,0.7775698924731184,0.7051094890510949
0.4725450901803607,0.7161153226556165,0.7786666666666666,0.779225806451613,0.7094890510948905
0.47294589178356716,0.7101245677064097,0.7706666666666666,0.7786021505376344,0.7021897810218978
0.47334669338677354,0.7224582623875214,0.776,0.7783870967741936,0.7138686131386861
0.47374749498998,0.7101194683847475,0.7626666666666667,0.7773978494623656,0.6992700729927007
0.47414829659318636,0.7118271826322236,0.776,0.7733118279569893,0.7051094890510948
0.4745490981963928,0.716365732497284,0.7653333333333333,0.7761505376344087,0.7051094890510949
0.47494989979959923,0.7072357405804335,0.784,0.7782795698924732,0.7036496350364964
0.4753507014028056,0.7214249054647079,0.768,0.7748602150537633,0.710948905109489
0.47575150300601204,0.7119438788665055,0.768,0.7729247311827956,0.7021897810218979
0.4761523046092184,0.7209391010746592,0.7786666666666667,0.7801505376344086,0.7138686131386862
0.47655310621242486,0.7140136327185245,0.7733333333333333,0.7783010752688172,0.7065693430656934
0.4769539078156313,0.7247086282390288,0.7573333333333334,0.7775698924731183,0.7094890510948905
0.4773547094188377,0.7137535017916685,0.7653333333333333,0.7761935483870968,0.7036496350364964
0.47775551102204405,0.7213806446693733,0.7733333333333333,0.7753763440860215,0.7124087591240876
0.4781563126252505,0.7191415711321396,0.7573333333333334,0.7774408602150539,0.7051094890510949
0.4785571142284569,0.7233546614166769,0.7653333333333333,0.7750322580645161,0.710948905109489
0.47895791583166336,0.7173624575869445,0.7653333333333333,0.7705376344086021,0.7065693430656934
0.47935871743486974,0.7122531860374732,0.76,0.778,0.6992700729927007
0.4797595190380761,0.7190709689927254,0.7653333333333333,0.7772688172043012,0.708029197080292
0.48016032064128256,0.7300153225777308,0.7626666666666667,0.7795268817204303,0.7153284671532847
0.480561122244489,0.7242881769393398,0.7546666666666667,0.777741935483871,0.7080291970802919
0.48096192384769537,0.7248831267050212,0.7706666666666668,0.7784731182795699,0.7138686131386862
0.4813627254509018,0.7214846220801808,0.752,0.7747096774193549,0.7051094890510949
0.4817635270541082,0.7241688121981567,0.7626666666666667,0.772731182795699,0.710948905109489
0.4821643286573146,0.7263698483543445,0.7626666666666667,0.7788387096774193,0.7124087591240875
0.48256513026052106,0.7130141937371963,0.7546666666666667,0.7780430107526882,0.6992700729927008
0.48296593186372744,0.72329329541236,0.76,0.7811397849462366,0.7094890510948905
0.4833667334669339,0.7216835229150057,0.7626666666666667,0.7773978494623656,0.7094890510948906
0.48376753507014025,0.725692244335051,0.7546666666666668,0.7807741935483872,0.7094890510948905
0.4841683366733467,0.7270637516916396,0.752,0.7838709677419355,0.7094890510948906
0.4845691382765531,0.7255489356156072,0.7573333333333333,0.7734408602150538,0.7094890510948904
0.4849699398797595,0.7205924872205531,0.752,0.7723655913978495,0.7051094890510948
0.48537074148296594,0.7220428724304693,0.7626666666666667,0.7758279569892473,0.7094890510948905
0.4857715430861723,0.7284525327861463,0.7573333333333334,0.7815483870967743,0.7124087591240876
0.48617234468937875,0.7200904047093901,0.7546666666666667,0.7771827956989248,0.7051094890510949
0.4865731462925852,0.7282774491056614,0.752,0.7757204301075268,0.710948905109489
0.48697394789579157,0.7241920266658068,0.7626666666666667,0.7791397849462365,0.710948905109489
0.487374749498998,0.7159585093429144,0.7546666666666667,0.7757849462365591,0.7021897810218978
0.4877755511022044,0.7181743250843181,0.7546666666666667,0.7755268817204302,0.7036496350364965
0.4881763527054108,0.7203506878722213,0.76,0.7776989247311827,0.7065693430656934
0.48857715430861726,0.7249495920944506,0.7520000000000001,0.7803870967741936,0.708029197080292
0.48897795591182364,0.7240041454900894,0.7493333333333334,0.7801075268817205,0.7065693430656934
0.48937875751503007,0.7161192852522879,0.7546666666666668,0.7764086021505376,0.7021897810218978
0.48977955911823645,0.7228361108615932,0.7626666666666667,0.7749462365591399,0.7094890510948906
0.4901803607214429,0.7158305066442155,0.7493333333333333,0.7739569892473118,0.6992700729927007
0.4905811623246493,0.7253090476539309,0.7386666666666668,0.7743010752688171,0.7036496350364964
0.4909819639278557,0.7283511624861289,0.7413333333333334,0.7751182795698923,0.7065693430656934
0.49138276553106214,0.7324987059368399,0.752,0.7774193548387098,0.7138686131386861
0.4917835671342685,0.7198732995480963,0.7333333333333334,0.7728602150537635,0.6978102189781022
0.49218436873747495,0.7246751137471776,0.7386666666666667,0.7712473118279569,0.7036496350364964
0.4925851703406814,0.7234652406286219,0.7440000000000001,0.7753118279569893,0.7036496350364964
0.49298597194388777,0.7288332605138486,0.7386666666666667,0.7746666666666665,0.7065693430656934
0.4933867735470942,0.735068413869695,0.7306666666666668,0.7765161290322581,0.708029197080292
0.4937875751503006,0.7191260658833152,0.7386666666666667,0.7716559139784946,0.6992700729927008
0.494188376753507,0.7210810894602303,0.752,0.7805376344086021,0.7051094890510949
0.49458917835671345,0.7319166591367731,0.7413333333333333,0.779483870967742,0.7094890510948905
0.49498997995991983,0.7271609817478745,0.7306666666666668,0.7787096774193548,0.7021897810218978
0.4953907815631262,0.7244738127809264,0.76,0.7781935483870969,0.710948905109489
0.49579158316633265,0.7273586020163517,0.7333333333333333,0.7800860215053763,0.7036496350364964
0.4961923847695391,0.7331005438525657,0.7413333333333332,0.778279569892473,0.710948905109489
0.4965931863727455,0.7236850677899412,0.7333333333333334,0.7744946236559139,0.7007299270072993
0.4969939879759519,0.725220716124108,0.752,0.7744731182795699,0.708029197080292
0.4973947895791583,0.7246785070173342,0.7333333333333334,0.7714623655913979,0.7007299270072993
0.4977955911823647,0.7259845138222627,0.7413333333333334,0.7760215053763442,0.7051094890510948
0.49819639278557115,0.7254767344520662,0.7226666666666667,0.7740645161290323,0.6978102189781021
0.49859719438877753,0.7239939911855228,0.736,0.7768602150537635,0.7021897810218979
